N° Certificado|Laboratorio|Nombre Comercial|Forma Farmacéutica|Presentación|Precio Venta al Público| (uso exclusivamente hospitalario - muestra médica - no venta al público)| (muestra médica - no venta al público)| (uso exclusivamente hospitalario - muestra médica)| (uso exclusivamente hospitalario - no venta al público)| (uso exclusivamente hospitalario)| (muestra médica)| (no venta al público)|GTIN|Genérico|Genérico[IFA,Cantidad,Unidad]
49247|B BRAUN MEDICAL S A|NUTRIFLEX LIPID PLUS|EMULSION PARA INFUSION IV INYECTABLE|5 BOLSA por 1875 ML |$8,650.00|0|0|0|0|0|0|0|04030539028424|TRIPTOFANO 0.54 G / L + GLICINA 1.58 G / L + METIONINA 1.88 G / L + ACEITE DE SOJA 20 G / L + TRIGLI...|[['TRIPTOFANO', '0.54', 'G / L'], ['GLICINA', '1.58', 'G / L'], ['METIONINA', '1.88', 'G / L'], ['ACEITE DE SOJA', '20', 'G / L'], ['TRIGLICERIDOS DE CADENA MEDIA', '20', 'G / L'], ['ACIDO ASPARTICO', '1.44', 'G / L'], ['ALANINA', '4.66', 'G / L'], ['ARGININA', '2.59', 'G / L'], ['FENILALANINA', '3.37', 'G / L'], ['ISOLEUCINA', '2.26', 'G / L'], ['LEUCINA', '3.01', 'G / L'], ['CLORURO DE SODIO', '0.402', 'G / L'], ['ACETATO DE POTASIO', '2.747', 'G / L'], ['PROLINA', '3.26', 'G / L'], ['SERINA', '2.88', 'G / L'], ['TREONINA', '1.74', 'G / L'], ['VALINA', '2.5', 'G / L'], ['ACIDO GLUTAMICO', '3.37', 'G / L'], ['HIDROXIDO DE SODIO', '0.781', 'G / L'], ['LISINA CLORHIDRATO', '2.18', 'G / L'], ['CLORURO DE CALCIO (DIHIDRATADO)', '0.47', 'G / L'], ['L-HISTIDINA MONOHIDRATO MONOCLORHIDRATO', '1.2', 'G / L'], ['ACETATO DE ZINC DIHIDRATO', '0.005264', 'G / L'], ['DIHIDROGENO FOSFATO DE SODIO DIHIDRATO', '1.872', 'G / L'], ['GLUCOSA MONOHIDRATO', '120', 'G / L'], ['ACETATO DE SODIO 3 H2O', '0.222', 'G / L'], ['ACETATO DE MAGNESIO 3 H2O', '0.686', 'G / L']]
58223|B BRAUN MEDICAL S A|FENTANILO B. BRAUN 0,05 MG-ML|INYECTABLE PARA PERFUSION|10 AMPOLLA por 5 ML |$9,240.00|0|0|0|0|0|0|0|04030539178143|FENTANILO 0.05 MG / ML |[['FENTANILO', '0.05', 'MG / ML']]
58157|B BRAUN MEDICAL S A|ROPIVACAÍNA B.BRAUN 7,5 MG-ML|SOLUCION INYECTABLE|20 AMPOLLA por 10 ML |$9,300.00|0|0|0|0|0|0|0|04030539177825|CLORHIDRATO DE ROPIVACAINA 7.5 MG / ML |[['CLORHIDRATO DE ROPIVACAINA', '7.5', 'MG / ML']]
57106|B BRAUN MEDICAL S A|NUTRIFLEX OMEGA ESPECIAL|EMULSION INYECTABLE|5 BOLSA por 1250 ML |$9,450.00|0|0|0|0|0|0|0|04030539144810|CLORURO DE CALCIO (DIHIDRATADO) 0.779 G + TRIPTOFANO 1 G + GLICINA 2.89 G + METIONINA 3.42 G + ACIDO...|[['CLORURO DE CALCIO (DIHIDRATADO)', '0.779', 'G'], ['TRIPTOFANO', '1', 'G'], ['GLICINA', '2.89', 'G'], ['METIONINA', '3.42', 'G'], ['ACIDO ASPARTICO', '2.63', 'G'], ['ALANINA', '8.49', 'G'], ['ARGININA', '4.73', 'G'], ['FENILALANINA', '6.15', 'G'], ['ISOLEUCINA', '4.11', 'G'], ['LEUCINA', '5.48', 'G'], ['CLORURO DE SODIO', '0.473', 'G'], ['ACETATO DE MAGNESIO', '1.137', 'G'], ['ACETATO DE POTASIO', '4.611', 'G'], ['PROLINA', '5.95', 'G'], ['SERINA', '5.25', 'G'], ['TREONINA', '3.18', 'G'], ['VALINA', '4.51', 'G'], ['ACIDO GLUTAMICO', '6.14', 'G'], ['HIDROXIDO DE SODIO', '1.464', 'G'], ['LISINA CLORHIDRATO', '4.98', 'G'], ['HISTIDINA CLORHIDRATO', '2.96', 'G'], ['DIHIDROGENO FOSFATO DE SODIO DIHIDRATO', '3.12', 'G'], ['GLUCOSA MONOHIDRATO', '198', 'G'], ['ACETATO DE ZINC', '8.78', 'MG'], ['ACETATO DE SODIO 3 H2O', '0.313', 'G'], ['TRIGLICERIDOS DE ACIDOS GRASOS OMEGA 3', '5', 'G'], ['ACEITE DE SOJA REFINADO', '20', 'G'], ['TRIGLICERIDOS DE CADENA MEDIA', '25', 'G']]
49247|B BRAUN MEDICAL S A|NUTRIFLEX LIPID ESPECIAL|EMULSION PARA INFUSION IV INYECTABLE|5 BOLSA por 1875 ML |$9,500.00|0|0|0|0|0|0|0|04030539028455|TRIPTOFANO 0.8 G / L + GLICINA 2.31 G / L + METIONINA 2.74 G / L + ACEITE DE SOJA 20 G / L + TRIGLIC...|[['TRIPTOFANO', '0.8', 'G / L'], ['GLICINA', '2.31', 'G / L'], ['METIONINA', '2.74', 'G / L'], ['ACEITE DE SOJA', '20', 'G / L'], ['TRIGLICERIDOS DE CADENA MEDIA', '20', 'G / L'], ['ACIDO ASPARTICO', '2.1', 'G / L'], ['ALANINA', '1.75', 'G / L'], ['ARGININA', '3.78', 'G / L'], ['FENILALANINA', '4.92', 'G / L'], ['ISOLEUCINA', '3.28', 'G / L'], ['LEUCINA', '4.38', 'G / L'], ['CLORURO DE SODIO', '0.378', 'G / L'], ['ACETATO DE POTASIO', '3.689', 'G / L'], ['PROLINA', '4.76', 'G / L'], ['SERINA', '4.2', 'G / L'], ['TREONINA', '2.54', 'G / L'], ['VALINA', '3.6', 'G / L'], ['ACIDO GLUTAMICO', '4.91', 'G / L'], ['HIDROXIDO DE SODIO', '1.171', 'G / L'], ['LISINA CLORHIDRATO', '3.18', 'G / L'], ['CLORURO DE CALCIO (DIHIDRATADO)', '0.623', 'G / L'], ['L-HISTIDINA MONOHIDRATO MONOCLORHIDRATO', '1.75', 'G / L'], ['ACETATO DE ZINC DIHIDRATO', '0.00702', 'G / L'], ['DIHIDROGENO FOSFATO DE SODIO DIHIDRATO', '2.496', 'G / L'], ['GLUCOSA MONOHIDRATO', '144', 'G / L'], ['ACETATO DE SODIO 3 H2O', '0.25', 'G / L'], ['ACETATO DE MAGNESIO 3 H2O', '0.91', 'G / L']]
49247|B BRAUN MEDICAL S A|NUTRIFLEX LIPID PLUS|EMULSION PARA INFUSION IV INYECTABLE|5 BOLSA por 2500 ML |$9,750.00|0|0|0|0|0|0|0|04030539028431|TRIPTOFANO 0.54 G / L + GLICINA 1.58 G / L + METIONINA 1.88 G / L + ACEITE DE SOJA 20 G / L + TRIGLI...|[['TRIPTOFANO', '0.54', 'G / L'], ['GLICINA', '1.58', 'G / L'], ['METIONINA', '1.88', 'G / L'], ['ACEITE DE SOJA', '20', 'G / L'], ['TRIGLICERIDOS DE CADENA MEDIA', '20', 'G / L'], ['ACIDO ASPARTICO', '1.44', 'G / L'], ['ALANINA', '4.66', 'G / L'], ['ARGININA', '2.59', 'G / L'], ['FENILALANINA', '3.37', 'G / L'], ['ISOLEUCINA', '2.26', 'G / L'], ['LEUCINA', '3.01', 'G / L'], ['CLORURO DE SODIO', '0.402', 'G / L'], ['ACETATO DE POTASIO', '2.747', 'G / L'], ['PROLINA', '3.26', 'G / L'], ['SERINA', '2.88', 'G / L'], ['TREONINA', '1.74', 'G / L'], ['VALINA', '2.5', 'G / L'], ['ACIDO GLUTAMICO', '3.37', 'G / L'], ['HIDROXIDO DE SODIO', '0.781', 'G / L'], ['LISINA CLORHIDRATO', '2.18', 'G / L'], ['CLORURO DE CALCIO (DIHIDRATADO)', '0.47', 'G / L'], ['L-HISTIDINA MONOHIDRATO MONOCLORHIDRATO', '1.2', 'G / L'], ['ACETATO DE ZINC DIHIDRATO', '0.005264', 'G / L'], ['DIHIDROGENO FOSFATO DE SODIO DIHIDRATO', '1.872', 'G / L'], ['GLUCOSA MONOHIDRATO', '120', 'G / L'], ['ACETATO DE SODIO 3 H2O', '0.222', 'G / L'], ['ACETATO DE MAGNESIO 3 H2O', '0.686', 'G / L']]
57106|B BRAUN MEDICAL S A|NUTRIFLEX OMEGA ESPECIAL|EMULSION INYECTABLE|5 BOLSA por 1875 ML |$9,900.00|0|0|0|0|0|0|0|04030539144834|GLUCOSA MONOHIDRATO 198 G + TRIPTOFANO 1 G + GLICINA 2.89 G + METIONINA 3.42 G + ACIDO ASPARTICO 2.6...|[['GLUCOSA MONOHIDRATO', '198', 'G'], ['TRIPTOFANO', '1', 'G'], ['GLICINA', '2.89', 'G'], ['METIONINA', '3.42', 'G'], ['ACIDO ASPARTICO', '2.63', 'G'], ['ALANINA', '8.49', 'G'], ['ARGININA', '4.73', 'G'], ['FENILALANINA', '6.15', 'G'], ['ISOLEUCINA', '4.11', 'G'], ['LEUCINA', '5.48', 'G'], ['CLORURO DE SODIO', '0.473', 'G'], ['ACETATO DE MAGNESIO', '1.137', 'G'], ['ACETATO DE POTASIO', '4.611', 'G'], ['PROLINA', '5.95', 'G'], ['SERINA', '5.25', 'G'], ['TREONINA', '3.18', 'G'], ['VALINA', '4.51', 'G'], ['ACIDO GLUTAMICO', '6.14', 'G'], ['HIDROXIDO DE SODIO', '1.464', 'G'], ['LISINA CLORHIDRATO', '4.98', 'G'], ['CLORURO DE CALCIO (DIHIDRATADO)', '0.779', 'G'], ['HISTIDINA CLORHIDRATO', '2.96', 'G'], ['DIHIDROGENO FOSFATO DE SODIO DIHIDRATO', '3.12', 'G'], ['ACETATO DE ZINC', '8.78', 'MG'], ['ACETATO DE SODIO 3 H2O', '0.313', 'G'], ['TRIGLICERIDOS DE ACIDOS GRASOS OMEGA 3', '5', 'G'], ['ACEITE DE SOJA REFINADO', '20', 'G'], ['TRIGLICERIDOS DE CADENA MEDIA', '25', 'G']]
58789|B BRAUN MEDICAL S A|IBUPROFENO B. BRAUN 600 MG|SOLUCION PARA INFUSION|20 BOTELLA por 100 ML |$17,825.60|0|0|0|0|0|0|0|04030539193603|IBUPROFENO 6 MG / ML |[['IBUPROFENO', '6', 'MG / ML']]
58452|B BRAUN MEDICAL S A|FLUCONAZOL B. BRAUN 2 MG-ML|SOLUCION PARA INFUSION|20 BOTELLA por 100 ML |$29,600.00|0|0|0|0|0|0|0|04030539182768|FLUCONAZOL 200 MG / 100 ML |[['FLUCONAZOL', '200', 'MG / 100 ML']]
49303|B BRAUN MEDICAL S A|CLORURO DE POTASIO B. BRAUN|SOLUCION INYECTABLE|20 AMPOLLA por 10 ML ||0|0|0|0| (uso exclusivamente hospitalario)|0|0|04030539196345|CLORURO DE POTASIO 14.9 G / 100 ML |[['CLORURO DE POTASIO', '14.9', 'G / 100 ML']]
58127|B BRAUN MEDICAL S A|PARACETAMOL B. BRAUN 10 MG-ML|INYECTABLE PARA PERFUSION|20 AMPOLLA por 10 ML ||0|0|0|0|0|0|0|04030539176354|PARACETAMOL 1 G / 100 ML |[['PARACETAMOL', '1', 'G / 100 ML']]
58343|B BRAUN MEDICAL S A|MIDAZOLAM B. BRAUN 1mg/ml|SOLUCION INYECTABLE|10 BOTELLA por 50 ML ||0|0|0|0| (uso exclusivamente hospitalario)|0|0|04030539180290|MIDAZOLAM 1 MG |[['MIDAZOLAM', '1', 'MG']]
58343|B BRAUN MEDICAL S A|MIDAZOLAM B. BRAUN 1mg/ml|SOLUCION INYECTABLE|10 BOTELLA por 100 ML ||0|0|0|0| (uso exclusivamente hospitalario)|0|0|04030539180313|MIDAZOLAM 1 MG |[['MIDAZOLAM', '1', 'MG']]
58343|B BRAUN MEDICAL S A|MIDAZOLAM B. BRAUN 5mg/ml|SOLUCION INYECTABLE|10 AMPOLLA por 3 ML ||0|0|0|0| (uso exclusivamente hospitalario)|0|0|04030539180351|MIDAZOLAM 5 MG |[['MIDAZOLAM', '5', 'MG']]
58343|B BRAUN MEDICAL S A|MIDAZOLAM B. BRAUN 5mg/ml|SOLUCION INYECTABLE|20 AMPOLLA por 10 ML ||0|0|0|0| (uso exclusivamente hospitalario)|0|0|04030539180337|MIDAZOLAM 5 MG |[['MIDAZOLAM', '5', 'MG']]
55327|B BRAUN MEDICAL S A|SOLUCION LACTATO RINGER - HARTMANN B.BRAUN|SOLUCION PARENTERAL DE GRAN VOLUMEN|10 FRASCO por 500 ML ||0|0|0|0|0|0|0|04030539100373|LACTATO DE SODIO 3.12 G / 1000 ML + CLORURO DE POTASIO 0.4 G / 1000 ML + SODIO CLORURO 6 G / 1000 ML...|[['LACTATO DE SODIO', '3.12', 'G / 1000 ML'], ['CLORURO DE POTASIO', '0.4', 'G / 1000 ML'], ['SODIO CLORURO', '6', 'G / 1000 ML'], ['CLORURO DE CALCIO (DIHIDRATADO)', '0.27', 'G / 1000 ML']]
59108|B BRAUN MEDICAL S A|ROCURONIO B. BRAUN 10 MG-ML|SOLUCION PARA PERFUSION|20 AMPOLLA por 5 ML ||0|0|0|0| (uso exclusivamente hospitalario)|0|0|04030539201933|ROCURONIO BROMURO 10 MG / ML |[['ROCURONIO BROMURO', '10', 'MG / ML']]
50851|BALIARDA SOCIEDAD ANONIMA|RIATUL 0.25 |COMPRIMIDO RECUBIERTO| BLISTER por 20 UNIDADES |$183.98|0|0|0|0|0|0|0|07795338014500|RISPERIDONA 0.25 MG |[['RISPERIDONA', '0.25', 'MG']]
41301|BALIARDA SOCIEDAD ANONIMA|TENSIUM 0.25 mg|COMPRIMIDO| BLISTER por 30 UNIDADES |$206.39|0|0|0|0|0|0|0|07795338013466|ALPRAZOLAM 0.25 MG/COMPRIMIDO |[['ALPRAZOLAM', '0.25', 'MG/COMPRIMIDO']]
46566|BALIARDA SOCIEDAD ANONIMA|CLONAGIN SL|COMPRIMIDO SUBLINGUAL| BLISTER por 15 UNIDADES |$230.78|0|0|0|0|0|0|0|07795338014234|CLONAZEPAM 0.25 MG |[['CLONAZEPAM', '0.25', 'MG']]
33974|BALIARDA SOCIEDAD ANONIMA|VEFREN 400 BALIARDA|COMPRIMIDO RECUBIERTO| BLISTER por 10 UNIDADES |$244.83|0|0|0|0|0|0|0|07795338014968|IBUPROFENO 400 MG |[['IBUPROFENO', '400', 'MG']]
38733|BALIARDA SOCIEDAD ANONIMA|TERSIF MD 20|COMPRIMIDO RECUBIERTO RANURADO| BLISTER por 20 UNIDADES |$315.57|0|0|0|0|0|0|0|07795338014449|LISINOPRIL 20 MG |[['LISINOPRIL', '20', 'MG']]
41301|BALIARDA SOCIEDAD ANONIMA|TENSIUM 0.5 mg|COMPRIMIDO| BLISTER por 30 UNIDADES |$388.26|0|0|0|0|0|0|0|07795338001265|ALPRAZOLAM 0.5 MG/COMPRIMIDO |[['ALPRAZOLAM', '0.5', 'MG/COMPRIMIDO']]
39921|BALIARDA SOCIEDAD ANONIMA|MAXEN 5|COMPRIMIDO RANURADO| BLISTER por 30 UNIDADES |$395.59|0|0|0|0|0|0|0|07795338015088|ENALAPRIL MALEATO 5 MG |[['ENALAPRIL MALEATO', '5', 'MG']]
46566|BALIARDA SOCIEDAD ANONIMA|CLONAGIN SL|COMPRIMIDO SUBLINGUAL| BLISTER por 30 UNIDADES |$403.12|0|0|0|0|0|0|0|07795338014241|CLONAZEPAM 0.25 MG |[['CLONAZEPAM', '0.25', 'MG']]
47356|BALIARDA SOCIEDAD ANONIMA|GINKAN 500|COMPRIMIDO RECUBIERTO| BLISTER por 8 UNIDADES |$419.31|0|0|0|0|0|0|0|07795338013398|METRONIDAZOL 500 MG |[['METRONIDAZOL', '500', 'MG']]
41301|BALIARDA SOCIEDAD ANONIMA|TENSIUM SL|COMPRIMIDO SUBLINGUAL| BLISTER por 30 UNIDADES |$429.63|0|0|0|0|0|0|0|07795338014227|ALPRAZOLAM 0.5 MG/COMPRIMIDO |[['ALPRAZOLAM', '0.5', 'MG/COMPRIMIDO']]
33974|BALIARDA SOCIEDAD ANONIMA|VEFREN 400 BALIARDA|COMPRIMIDO RECUBIERTO| BLISTER por 20 UNIDADES |$434.02|0|0|0|0|0|0|0|07795338014975|IBUPROFENO 400 MG |[['IBUPROFENO', '400', 'MG']]
48084|BALIARDA SOCIEDAD ANONIMA|XEDENOL 50|COMPRIMIDO RECUBIERTO GASTRORRESISTENTE| BLISTER por 15 UNIDADES |$442.96|0|0|0|0|0|0|0|07795338013497|DICLOFENACO SODICO 50 MG |[['DICLOFENACO SODICO', '50', 'MG']]
50851|BALIARDA SOCIEDAD ANONIMA|RIATUL 0.5|COMPRIMIDO RECUBIERTO| BLISTER por 20 UNIDADES |$444.18|0|0|0|0|0|0|0|07795338014517|RISPERIDONA 0.5 MG |[['RISPERIDONA', '0.5', 'MG']]
51696|BALIARDA SOCIEDAD ANONIMA|BALIGLUC 500|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$450.52|0|0|0|0|0|0|0|07795338015514|METFORMINA CLORHIDRATO 500 MG |[['METFORMINA CLORHIDRATO', '500', 'MG']]
48802|BALIARDA SOCIEDAD ANONIMA|BIDECAR 3.125|COMPRIMIDO| BLISTER por 28 UNIDADES |$452.83|0|0|0|0|0|0|0|07795338015248|CARVEDILOL 3.125 MG |[['CARVEDILOL', '3.125', 'MG']]
48802|BALIARDA SOCIEDAD ANONIMA|BIDECAR 3.125|COMPRIMIDO| BLISTER por 30 UNIDADES |$454.71|0|0|0|0|0|0|0|07795338014586|CARVEDILOL 3.125 MG |[['CARVEDILOL', '3.125', 'MG']]
46592|BALIARDA SOCIEDAD ANONIMA|PANTUS 20 BALIARDA|COMPRIMIDO RECUBIERTO GASTRORRESISTENTE| BLISTER por 15 UNIDADES |$461.95|0|0|0|0|0|0|0|07795338013435|PANTOPRAZOL 20 MG |[['PANTOPRAZOL', '20', 'MG']]
46566|BALIARDA SOCIEDAD ANONIMA|CLONAGIN 0.25|COMPRIMIDO BIRRANURADO| BLISTER por 60 UNIDADES |$491.69|0|0|0|0|0|0|0|07795338013787|CLONAZEPAM 0.25 MG |[['CLONAZEPAM', '0.25', 'MG']]
50592|BALIARDA SOCIEDAD ANONIMA|FLUCOGINKAN|COMPRIMIDO| BLISTER por 1 UNIDADES |$506.74|0|0|0|0|0|0|0|07795338016573|FLUCONAZOL 150 MG |[['FLUCONAZOL', '150', 'MG']]
57714|BALIARDA SOCIEDAD ANONIMA|DEVISAL CB 20.000 |CAPSULA BLANDA| BLISTER por 2 UNIDADES |$515.07|0|0|0|0|0|0|0|07795338999500|VITAMINA D3 20000 UI |[['VITAMINA D3', '20000', 'UI']]
58882|BALIARDA SOCIEDAD ANONIMA|BICARDIL 2,5|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$534.54|0|0|0|0|0|0|0|07795338999296|BISOPROLOL FUMARATO 2.5 MG |[['BISOPROLOL FUMARATO', '2.5', 'MG']]
48288|BALIARDA SOCIEDAD ANONIMA|XEDENOL GESIC|COMPRIMIDO RECUBIERTO| BLISTER por 10 UNIDADES |$538.22|0|0|0|0|0|0|0|07795338014395|PARACETAMOL 300 MG + DICLOFENACO POTASICO 50 MG |[['PARACETAMOL', '300', 'MG'], ['DICLOFENACO POTASICO', '50', 'MG']]
46724|BALIARDA SOCIEDAD ANONIMA|BALIVENT NASAL|SUSPENSION TOPICA| AMPOLLA por 60 DOSIS / FRASCO |$541.78|0|0|0|0|0|0|0|07795338016344|FLUTICASONA PROPIONATO 50 MG / 100 G |[['FLUTICASONA PROPIONATO', '50', 'MG / 100 G']]
48968|BALIARDA SOCIEDAD ANONIMA|CLARIBIOTIC UD|COMPRIMIDO DE LIBERACIÓN PROLONGADA| BLISTER por 4 UNIDADES |$548.61|0|0|0|0|0|0|0|07795338014937|CLARITROMICINA 500 MG |[['CLARITROMICINA', '500', 'MG']]
49570|BALIARDA SOCIEDAD ANONIMA|EUMOTIL 100|COMPRIMIDO| BLISTER por 20 UNIDADES |$564.21|0|0|0|0|0|0|0|07795338014456|TRIMEBUTINA MALEATO 100 MG |[['TRIMEBUTINA MALEATO', '100', 'MG']]
41301|BALIARDA SOCIEDAD ANONIMA|TENSIUM 1 mg|COMPRIMIDO| BLISTER por 30 UNIDADES |$574.26|0|0|0|0|0|0|0|07795338001289|ALPRAZOLAM 1 MG/COMPRIMIDO |[['ALPRAZOLAM', '1', 'MG/COMPRIMIDO']]
55328|BALIARDA SOCIEDAD ANONIMA|HISTADICASONE|COMPRIMIDO RECUBIERTO| BLISTER por 10 UNIDADES |$589.25|0|0|0|0|0|0|0|07795338016931|BETAMETASONA 0.6 MG + DESLORATADINA 5 MG |[['BETAMETASONA', '0.6', 'MG'], ['DESLORATADINA', '5', 'MG']]
35542|BALIARDA SOCIEDAD ANONIMA|MIKESAN|COMPRIMIDO RECUBIERTO| BLISTER por 10 UNIDADES |$590.84|0|0|0|0|0|0|0|07795338000183|CLONIXINA 125 MG + ERGOTAMINA TARTRATO 1 MG + CIPROHEPTADINA CLORHIDRATO 1.5 MG |[['CLONIXINA', '125', 'MG'], ['ERGOTAMINA TARTRATO', '1', 'MG'], ['CIPROHEPTADINA CLORHIDRATO', '1.5', 'MG']]
51043|BALIARDA SOCIEDAD ANONIMA|DICASONE COMPLEX|CREMA DERMICA| POMO por 10 G |$593.20|0|0|0|0|0|0|0|07795338015989|CLOTRIMAZOL 10 MG / G + BETAMETASONA 0.5 MG / G + GENTAMICINA 1 MG / G |[['CLOTRIMAZOL', '10', 'MG / G'], ['BETAMETASONA', '0.5', 'MG / G'], ['GENTAMICINA', '1', 'MG / G']]
49722|BALIARDA SOCIEDAD ANONIMA|EUMOTIL-T|COMPRIMIDO| BLISTER por 20 UNIDADES |$611.33|0|0|0|0|0|0|0|07795338015439|BROMAZEPAM 1.5 MG + TRIMEBUTINA MALEATO 100 MG |[['BROMAZEPAM', '1.5', 'MG'], ['TRIMEBUTINA MALEATO', '100', 'MG']]
57714|BALIARDA SOCIEDAD ANONIMA|DEVISAL|SOLUCION ORAL|1 FRASCO AMPOLLA por 2 ML |$630.06|0|0|0|0|0|0|0|07795338012247|COLECALCIFEROL 100000 UI / 2 ML |[['COLECALCIFEROL', '100000', 'UI / 2 ML']]
49313|BALIARDA SOCIEDAD ANONIMA|INSERTEC 25 MG|COMPRIMIDO RANURADO| BLISTER por 30 UNIDADES |$638.85|0|0|0|0|0|0|0|07795338014739|SERTRALINA 25 MG |[['SERTRALINA', '25', 'MG']]
53469|BALIARDA SOCIEDAD ANONIMA|DICASONE 0.6|COMPRIMIDO RANURADO| BLISTER por 30 UNIDADES |$643.14|0|0|0|0|0|0|0|07795338013688|BETAMETASONA 0.6 MG |[['BETAMETASONA', '0.6', 'MG']]
39921|BALIARDA SOCIEDAD ANONIMA|MAXEN 10|COMPRIMIDO RANURADO| BLISTER por 30 UNIDADES |$648.97|0|0|0|0|0|0|0|07795338015033|ENALAPRIL MALEATO 10 MG |[['ENALAPRIL MALEATO', '10', 'MG']]
46566|BALIARDA SOCIEDAD ANONIMA|CLONAGIN 0.5|COMPRIMIDO BIRRANURADO| BLISTER por 30 UNIDADES |$656.31|0|0|0|0|0|0|0|07795338001425|CLONAZEPAM 0.5 MG |[['CLONAZEPAM', '0.5', 'MG']]
46566|BALIARDA SOCIEDAD ANONIMA|CLONAGIN 1|COMPRIMIDO BIRRANURADO| BLISTER por 30 UNIDADES |$658.90|0|0|0|0|0|0|0|07795338013572|CLONAZEPAM 1 MG |[['CLONAZEPAM', '1', 'MG']]
45989|BALIARDA SOCIEDAD ANONIMA|MIOLOX|COMPRIMIDO| BLISTER por 10 UNIDADES |$665.77|0|0|0|0|0|0|0|07795338015606|MELOXICAM 15 MG |[['MELOXICAM', '15', 'MG']]
53469|BALIARDA SOCIEDAD ANONIMA|DICASONE|SOLUCION ORAL| FRASCO GOTERO por 30 ML |$679.18|0|0|0|0|0|0|0|07795338001586|BETAMETASONA 0.6 MG / ML |[['BETAMETASONA', '0.6', 'MG / ML']]
46566|BALIARDA SOCIEDAD ANONIMA|CLONAGIN|GOTAS|1 FRASCO por 20 ML |$680.91|0|0|0|0|0|0|0|07795338014111|CLONAZEPAM 2.5 MG/ML |[['CLONAZEPAM', '2.5', 'MG/ML']]
48084|BALIARDA SOCIEDAD ANONIMA|XEDENOL 50|COMPRIMIDO RECUBIERTO GASTRORRESISTENTE| BLISTER por 30 UNIDADES |$686.63|0|0|0|0|0|0|0|07795338013503|DICLOFENACO SODICO 50 MG |[['DICLOFENACO SODICO', '50', 'MG']]
48375|BALIARDA SOCIEDAD ANONIMA|XEDENOL FLEX |COMPRIMIDO RECUBIERTO GASTRORRESISTENTE| BLISTER por 10 UNIDADES |$686.92|0|0|0|0|0|0|0|07795338013541|DICLOFENACO SODICO 50 MG + PRIDINOL MESILATO 4 MG |[['DICLOFENACO SODICO', '50', 'MG'], ['PRIDINOL MESILATO', '4', 'MG']]
41301|BALIARDA SOCIEDAD ANONIMA|TENSIUM 0.5 mg|COMPRIMIDO| BLISTER por 60 UNIDADES |$693.87|0|0|0|0|0|0|0|07795338001272|ALPRAZOLAM 0.5 MG/COMPRIMIDO |[['ALPRAZOLAM', '0.5', 'MG/COMPRIMIDO']]
49358|BALIARDA SOCIEDAD ANONIMA|VEFREN 600 BALIARDA|COMPRIMIDO RECUBIERTO| BLISTER por 20 UNIDADES |$726.62|0|0|0|0|0|0|0|07795338014999|IBUPROFENO 600 MG |[['IBUPROFENO', '600', 'MG']]
46566|BALIARDA SOCIEDAD ANONIMA|CLONAGIN 2|COMPRIMIDO BIRRANURADO| BLISTER por 30 UNIDADES |$734.40|0|0|0|0|0|0|0|07795338001432|CLONAZEPAM 2 MG |[['CLONAZEPAM', '2', 'MG']]
48802|BALIARDA SOCIEDAD ANONIMA|BIDECAR 3.125|COMPRIMIDO| BLISTER por 56 UNIDADES |$741.43|0|0|0|0|0|0|0|07795338016580|CARVEDILOL 3.125 MG |[['CARVEDILOL', '3.125', 'MG']]
49879|BALIARDA SOCIEDAD ANONIMA|COFLIC 1 mg BALIARDA|COMPRIMIDO RANURADO| BLISTER por 30 UNIDADES |$746.24|0|0|0|0|0|0|0|07795338014777|ACIDO FOLICO 1 MG |[['ACIDO FOLICO', '1', 'MG']]
57714|BALIARDA SOCIEDAD ANONIMA|DEVISAL CB|CAPSULA BLANDA| ENVASE por 1 UNIDAD |$751.74|0|0|0|0|0|0|0|07795338999159|VITAMINA D3 100000 UI |[['VITAMINA D3', '100000', 'UI']]
46592|BALIARDA SOCIEDAD ANONIMA|PANTUS 40 BALIARDA|COMPRIMIDO RECUBIERTO GASTRORRESISTENTE| BLISTER por 15 UNIDADES |$752.05|0|0|0|0|0|0|0|07795338013411|PANTOPRAZOL 40 MG |[['PANTOPRAZOL', '40', 'MG']]
55328|BALIARDA SOCIEDAD ANONIMA|HISTADICASONE|JARABE| FRASCO por 60 ML + vaso dosificador|$753.34|0|0|0|0|0|0|0|07795338016948|BETAMETASONA 0.05 MG / ML + DESLORATADINA 1 MG / ML |[['BETAMETASONA', '0.05', 'MG / ML'], ['DESLORATADINA', '1', 'MG / ML']]
49570|BALIARDA SOCIEDAD ANONIMA|EUMOTIL 200|COMPRIMIDO| BLISTER por 20 UNIDADES |$760.62|0|0|0|0|0|0|0|07795338014470|TRIMEBUTINA MALEATO 200 MG |[['TRIMEBUTINA MALEATO', '200', 'MG']]
48802|BALIARDA SOCIEDAD ANONIMA|BIDECAR 3.125|COMPRIMIDO| BLISTER por 60 UNIDADES |$769.09|0|0|0|0|0|0|0|07795338014593|CARVEDILOL 3.125 MG |[['CARVEDILOL', '3.125', 'MG']]
