N° Certificado|Laboratorio|Nombre Comercial|Forma Farmacéutica|Presentación|Precio Venta al Público| (uso exclusivamente hospitalario - muestra médica - no venta al público)| (muestra médica - no venta al público)| (uso exclusivamente hospitalario - muestra médica)| (uso exclusivamente hospitalario - no venta al público)| (uso exclusivamente hospitalario)| (muestra médica)| (no venta al público)|GTIN|Genérico|Genérico[IFA,Cantidad,Unidad]
48375|BALIARDA SOCIEDAD ANONIMA|XEDENOL FLEX CB|CAPSULA BLANDA| BLISTER por 30 UNIDADES |$2,334.10|0|0|0|0|0|0|0|07795338017167|DICLOFENACO SODICO 50 MG + PRIDINOL CLORHIDRATO 4 MG |[['DICLOFENACO SODICO', '50', 'MG'], ['PRIDINOL CLORHIDRATO', '4', 'MG']]
54589|BALIARDA SOCIEDAD ANONIMA|LINPREL 75|CAPSULA DURA| BLISTER por 30 UNIDADES |$2,347.39|0|0|0|0|0|0|0|07795338013060|PREGABALINA 75 MG |[['PREGABALINA', '75', 'MG']]
52420|BALIARDA SOCIEDAD ANONIMA|SARVAL 160|COMPRIMIDO RECUBIERTO RANURADO| BLISTER por 30 UNIDADES |$2,363.87|0|0|0|0|0|0|0|07795338015682|VALSARTAN 160 MG |[['VALSARTAN', '160', 'MG']]
54307|BALIARDA SOCIEDAD ANONIMA|TORIMIBE 10/10|COMPRIMIDO| BLISTER por 30 UNIDADES |$2,375.38|0|0|0|0|0|0|0|07795338015637|ATORVASTATINA 10 MG + EZETIMIBA 10 MG |[['ATORVASTATINA', '10', 'MG'], ['EZETIMIBA', '10', 'MG']]
47363|BALIARDA SOCIEDAD ANONIMA|NEUROPLUS|SOLUCION ORAL (GOTAS)|1 FRASCO por 30 ML |$2,393.05|0|0|0|0|0|0|0|07795338013596|MEMANTINA CLORHIDRATO 10 MG / ML |[['MEMANTINA CLORHIDRATO', '10', 'MG / ML']]
54589|BALIARDA SOCIEDAD ANONIMA|LINPREL MULTIDOSIS|COMPRIMIDO BIRRANURADO| BLISTER por 30 UNIDADES |$2,419.82|0|0|0|0|0|0|0|07795338011516|PREGABALINA 75 MG |[['PREGABALINA', '75', 'MG']]
43863|BALIARDA SOCIEDAD ANONIMA|BALIARTRIN|GRANULADO| SOBRE por 30 UNIDADES |$2,430.39|0|0|0|0|0|0|0|07795338013671|GLUCOSAMINA SULFATO (COMO GLUCOSAMINA SULFATO POLICRISTALINA) 1500 MG |[['GLUCOSAMINA SULFATO (COMO GLUCOSAMINA SULFATO POLICRISTALINA)', '1500', 'MG']]
46592|BALIARDA SOCIEDAD ANONIMA|PANTUS 40 BALIARDA|GRANULADO PARA SUSPENSIÓN ORAL|30 SOBRE por 3857.7 G de granulado que contienen 40 MG de PANTOPRAZOL + Vaso dosificador y varilla mezcladora|$2,440.10|0|0|0|0|0|0|0|07795338016870|PANTOPRAZOL 40 MG |[['PANTOPRAZOL', '40', 'MG']]
57533|BALIARDA SOCIEDAD ANONIMA|MAGNOFEN TAB 105|COMPRIMIDO| BLISTER por 30 UNIDADES |$2,482.32|0|0|0|0|0|0|0|07795338999289|ACIDO FENOFIBRICO 105 MG |[['ACIDO FENOFIBRICO', '105', 'MG']]
50610|BALIARDA SOCIEDAD ANONIMA|ENDOCLAR 5|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$2,483.11|0|0|0|0|0|0|0|07795338014333|DONEPEZILO CLORHIDRATO 5 MG |[['DONEPEZILO CLORHIDRATO', '5', 'MG']]
54505|BALIARDA SOCIEDAD ANONIMA|REOVEX 20|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$2,485.17|0|0|0|0|0|0|0|07795338016399|ROSUVASTATINA ( COMO ROSUVASTATINA CALCICA) 20 MG |[['ROSUVASTATINA ( COMO ROSUVASTATINA CALCICA)', '20', 'MG']]
50050|BALIARDA SOCIEDAD ANONIMA|CILOVAS 100 mg|COMPRIMIDO RANURADO| BLISTER por 30 UNIDADES |$2,497.68|0|0|0|0|0|0|0|07795338004716|CILOSTAZOL 100 MG |[['CILOSTAZOL', '100', 'MG']]
57386|BALIARDA SOCIEDAD ANONIMA|MAGNOFEN 135|CAPSULA DE LIBERACION PROLONGADA| BLISTER por 30 UNIDADES |$2,532.31|0|0|0|0|0|0|0|07795338010281|ACIDO FENOFIBRICO 135 MG |[['ACIDO FENOFIBRICO', '135', 'MG']]
48802|BALIARDA SOCIEDAD ANONIMA|BIDECAR CR 80|CAPSULA DE LIBERACION CONTROLADA| BLISTER por 28 UNIDADES |$2,596.23|0|0|0|0|0|0|0|07795338001463|CARVEDILOL FOSFATO 80 MG |[['CARVEDILOL FOSFATO', '80', 'MG']]
53933|BALIARDA SOCIEDAD ANONIMA|BANTUC|COMPRIMIDO RECUBIERTO| BLISTER por 1 UNIDADES |$2,643.38|0|0|0|0|0|0|0|07795338016047|ACIDO IBANDRONICO 150 MG |[['ACIDO IBANDRONICO', '150', 'MG']]
52420|BALIARDA SOCIEDAD ANONIMA|SARVAL 320|COMPRIMIDO RECUBIERTO RANURADO| BLISTER por 30 UNIDADES |$2,658.48|0|0|0|0|0|0|0|07795338016757|VALSARTAN 320 MG |[['VALSARTAN', '320', 'MG']]
50289|BALIARDA SOCIEDAD ANONIMA|AUDIPAX MULTIDOSIS|COMPRIMIDO BIRRANURADO| BLISTER por 60 UNIDADES |$2,663.80|0|0|0|0|0|0|0|07795338011301|BETAHISTINA DICLORHIDRATO 24 MG |[['BETAHISTINA DICLORHIDRATO', '24', 'MG']]
48375|BALIARDA SOCIEDAD ANONIMA|XEDENOL FLEX |INYECTABLE|6 AMPOLLA por 3 ML que contienen 75 mg de DICLOFENAC SODICO + 6 FRASCOS AMPOLLA CON POLVO LIOFILIZADO (2,2 mg de PRIDINOL MESILATO)|$2,688.85|0|0|0|0|0|0|0|07795338013657|PRIDINOL MESILATO 2.2 MG / FRASCO AMPOLLA + DICLOFENACO SODICO 75 MG / 3 ML |[['PRIDINOL MESILATO', '2.2', 'MG / FRASCO AMPOLLA'], ['DICLOFENACO SODICO', '75', 'MG / 3 ML']]
58333|BALIARDA SOCIEDAD ANONIMA|DOLOCOX 90|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$2,699.41|0|0|0|0|0|0|0|07795338003313|ETORICOXIB 90 MG |[['ETORICOXIB', '90', 'MG']]
55180|BALIARDA SOCIEDAD ANONIMA|LEVECOM 250|GRANULADO|30 SOBRE por 250 MG de LEVETIRACETAM|$2,700.38|0|0|0|0|0|0|0|07795338999227|LEVETIRACETAM 250 MG |[['LEVETIRACETAM', '250', 'MG']]
39810|BALIARDA SOCIEDAD ANONIMA|BLAVIN 5|COMPRIMIDO RECUBIERTO RANURADO| ENVASE por 60 UNIDADES |$2,738.47|0|0|0|0|0|0|0|07795338018126|TERAZOSINA (COMO TERAZOSINA CLORHIDRATO DIHIDRATO) 5 MG/COMPRIMIDO |[['TERAZOSINA (COMO TERAZOSINA CLORHIDRATO DIHIDRATO)', '5', 'MG/COMPRIMIDO']]
53126|BALIARDA SOCIEDAD ANONIMA|SARVAL D 160/25|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$2,750.27|0|0|0|0|0|0|0|07795338010267|HIDROCLOROTIAZIDA 25 MG + VALSARTAN 160 MG |[['HIDROCLOROTIAZIDA', '25', 'MG'], ['VALSARTAN', '160', 'MG']]
48812|BALIARDA SOCIEDAD ANONIMA|MEPLAR 20 MG BALIARDA|COMPRIMIDO RECUBIERTO RANURADO| BLISTER por 30 UNIDADES |$2,781.69|0|0|0|0|0|0|0|07795338013992|PAROXETINA 20 MG |[['PAROXETINA', '20', 'MG']]
58891|BALIARDA SOCIEDAD ANONIMA|DROTAQ 20|COMPRIMIDO RECUBIERTO| BLISTER por 4 UNIDADES |$2,820.70|0|0|0|0|0|0|0|07795338999333|TADALAFILO 20 MG |[['TADALAFILO', '20', 'MG']]
49313|BALIARDA SOCIEDAD ANONIMA|INSERTEC 100 mg|COMPRIMIDO RANURADO| BLISTER por 30 UNIDADES |$2,821.81|0|0|0|0|0|0|0|07795338014302|SERTRALINA 100 MG |[['SERTRALINA', '100', 'MG']]
47363|BALIARDA SOCIEDAD ANONIMA|NEUROPLUS XR 14|COMPRIMIDO RECUBIERTO DE LIBERACIÓN PROLONGADA| BLISTER por 30 UNIDADES |$2,840.20|0|0|0|0|0|0|0|07795338013367|MEMANTINA CLORHIDRATO 14 MG |[['MEMANTINA CLORHIDRATO', '14', 'MG']]
49313|BALIARDA SOCIEDAD ANONIMA|INSERTEC 50 mg|COMPRIMIDO RANURADO| BLISTER por 60 UNIDADES |$2,860.24|0|0|0|0|0|0|0|07795338018782|SERTRALINA CLORHIDRATO 56 MG |[['SERTRALINA CLORHIDRATO', '56', 'MG']]
53798|BALIARDA SOCIEDAD ANONIMA|PROSTOKLAR|COMPRIMIDO DE LIBERACIÓN PROLONGADA| BLISTER por 30 UNIDADES |$2,862.76|0|0|0|0|0|0|0|07795338016245|TAMSULOSINA CLORHIDRATO 0.4 MG |[['TAMSULOSINA CLORHIDRATO', '0.4', 'MG']]
35701|BALIARDA SOCIEDAD ANONIMA|REAGIN 500|COMPRIMIDO RECUBIERTO RANURADO| BLISTER por 20 UNIDADES |$2,875.00|0|0|0|0|0|0|0|07795338016368|CITICOLINA 500 MG |[['CITICOLINA', '500', 'MG']]
54110|BALIARDA SOCIEDAD ANONIMA|HEMOVIT|COMPRIMIDO RECUBIERTO| BLISTER por 60 UNIDADES |$2,884.83|0|0|0|0|0|0|0|07795338019826|HIERRO 100 MG + ACIDO FOLICO 0.5 MG + VITAMINA B12 0.2 MG |[['HIERRO', '100', 'MG'], ['ACIDO FOLICO', '0.5', 'MG'], ['VITAMINA B12', '0.2', 'MG']]
50887|BALIARDA SOCIEDAD ANONIMA|BALIARTRIN DUO|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$2,891.02|0|0|0|0|0|0|0|07795338014708|GLUCOSAMINA SULFATO (COMO GLUCOSAMINA SULFATO POLICRISTALINA) 500 MG + CONDROITIN SULFATO SODICO 400...|[['GLUCOSAMINA SULFATO (COMO GLUCOSAMINA SULFATO POLICRISTALINA)', '500', 'MG'], ['CONDROITIN SULFATO SODICO', '400', 'MG']]
39634|BALIARDA SOCIEDAD ANONIMA|EUDON|COMPRIMIDO RECUBIERTO| ENVASE por 60 UNIDADES |$2,903.84|0|0|0|0|0|0|0|07795338000985|BROMAZEPAM 1.5 MG + SIMETICONA 200 MG + CLEBOPRIDA 0.5 MG |[['BROMAZEPAM', '1.5', 'MG'], ['SIMETICONA', '200', 'MG'], ['CLEBOPRIDA', '0.5', 'MG']]
53126|BALIARDA SOCIEDAD ANONIMA|SARVAL D 320/12.5|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$2,909.72|0|0|0|0|0|0|0|07795338013312|VALSARTAN 320 MG + HIDROCLOROTIAZIDA 12.5 MG |[['VALSARTAN', '320', 'MG'], ['HIDROCLOROTIAZIDA', '12.5', 'MG']]
54788|BALIARDA SOCIEDAD ANONIMA|DISARVAL 5/160|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$2,917.77|0|0|0|0|0|0|0|07795338017068|AMLODIPINA 5 MG + VALSARTAN 160 MG |[['AMLODIPINA', '5', 'MG'], ['VALSARTAN', '160', 'MG']]
48812|BALIARDA SOCIEDAD ANONIMA|MEPLAR 30 BALIARDA|COMPRIMIDO RECUBIERTO RANURADO| BLISTER por 30 UNIDADES |$2,921.57|0|0|0|0|0|0|0|07795338016405|PAROXETINA 30 MG |[['PAROXETINA', '30', 'MG']]
39747|BALIARDA SOCIEDAD ANONIMA|CLEVOSAN|POMADA DERMICA|1 POMO por 60 G |$2,964.44|0|0|0|0|0|0|0|07795338000978|CENTELLA ASIATICA FRACCION TERPENIC 1 G / 100 G + NEOMICINA 0.35 G / 100 G + OLIGOMEROS PROCIANIDOLI...|[['CENTELLA ASIATICA FRACCION TERPENIC', '1', 'G / 100 G'], ['NEOMICINA', '0.35', 'G / 100 G'], ['OLIGOMEROS PROCIANIDOLICOS', '1', 'G / 100 G']]
53126|BALIARDA SOCIEDAD ANONIMA|SARVAL D 320/25|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$2,971.54|0|0|0|0|0|0|0|07795338013329|VALSARTAN 320 MG + HIDROCLOROTIAZIDA 25 MG |[['VALSARTAN', '320', 'MG'], ['HIDROCLOROTIAZIDA', '25', 'MG']]
54788|BALIARDA SOCIEDAD ANONIMA|DISARVAL 10/160|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$3,016.72|0|0|0|0|0|0|0|07795338017082|AMLODIPINA 10 MG + VALSARTAN 160 MG |[['AMLODIPINA', '10', 'MG'], ['VALSARTAN', '160', 'MG']]
57108|BALIARDA SOCIEDAD ANONIMA|COMIL 50|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$3,060.84|0|0|0|0|0|0|0|07795338019925|LACOSAMIDA 50 MG |[['LACOSAMIDA', '50', 'MG']]
51473|BALIARDA SOCIEDAD ANONIMA|LATRIGIN 100 MG|COMPRIMIDO DISPERSABLE| BLISTER por 30 UNIDADES |$3,062.16|0|0|0|0|0|0|0|07795338015767|LAMOTRIGINA 100 MG |[['LAMOTRIGINA', '100', 'MG']]
47363|BALIARDA SOCIEDAD ANONIMA|NEUROPLUS 20|COMPRIMIDO RECUBIERTO RANURADO| BLISTER por 30 UNIDADES |$3,068.68|0|0|0|0|0|0|0|07795338016429|MEMANTINA CLORHIDRATO 20 MG |[['MEMANTINA CLORHIDRATO', '20', 'MG']]
46592|BALIARDA SOCIEDAD ANONIMA|PANTUS I.V. BALIARDA|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 40 MG |$3,074.18|0|0|0|0|0|0|0|07795338014128|PANTOPRAZOL 40 MG |[['PANTOPRAZOL', '40', 'MG']]
53276|BALIARDA SOCIEDAD ANONIMA|BIATRIX 25|COMPRIMIDO RECUBIERTO RANURADO| BLISTER por 30 UNIDADES |$3,129.31|0|0|0|0|0|0|0|07795338015903|QUETIAPINA 25 MG |[['QUETIAPINA', '25', 'MG']]
50610|BALIARDA SOCIEDAD ANONIMA|ENDOCLAR 10|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$3,137.24|0|0|0|0|0|0|0|07795338014357|DONEPEZILO CLORHIDRATO 10 MG |[['DONEPEZILO CLORHIDRATO', '10', 'MG']]
55076|BALIARDA SOCIEDAD ANONIMA|CONTINEX 7.5|COMPRIMIDO DE LIBERACION CONTROLADA| BLISTER por 30 UNIDADES |$3,150.23|0|0|0|0|0|0|0|07795338016504|DARIFENACINA COMO BROMHIDRATO 7.5 MG |[['DARIFENACINA COMO BROMHIDRATO', '7.5', 'MG']]
57530|BALIARDA SOCIEDAD ANONIMA|SARMEC 40|COMPRIMIDO RECUBIERTO GASTRORRESISTENTE| BLISTER por 30 UNIDADES |$3,200.74|0|0|0|0|0|0|0|07795338013220|ESOMEPRAZOL 40 MG |[['ESOMEPRAZOL', '40', 'MG']]
35701|BALIARDA SOCIEDAD ANONIMA|REAGIN VASCULAR|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$3,310.60|0|0|0|0|0|0|0|07795338000428|MESILATO DE DIHIDROERGOTOXINA 4.5 MG + CITICOLINA 100 MG |[['MESILATO DE DIHIDROERGOTOXINA', '4.5', 'MG'], ['CITICOLINA', '100', 'MG']]
35701|BALIARDA SOCIEDAD ANONIMA|REAGIN VASCULAR 250|COMPRIMIDO RECUBIERTO| BLISTER por 20 UNIDADES |$3,367.34|0|0|0|0|0|0|0|07795338000725|MESILATO DE DIHIDROERGOTOXINA 4.5 MG + CITICOLINA 250 MG |[['MESILATO DE DIHIDROERGOTOXINA', '4.5', 'MG'], ['CITICOLINA', '250', 'MG']]
57825|BALIARDA SOCIEDAD ANONIMA|URIFEX|COMPRIMIDO DE LIBERACION CONTROLADA| BLISTER por 30 UNIDADES |$3,386.70|0|0|0|0|0|0|0|07795338013107|SOLIFENACINA 4.5 MG + TAMSULOSINA 0.37 MG |[['SOLIFENACINA', '4.5', 'MG'], ['TAMSULOSINA', '0.37', 'MG']]
53933|BALIARDA SOCIEDAD ANONIMA|BANTUC MAX|COMPRIMIDO| BLISTER por 31 UNIDADES (FORMANDO MULTIEMPAQUE CONTENIENDO 1 COMPRIMIDO RECUBIERTO de IBANDRONATO SODICO por 168,75 MG + 30 COMPRIMIDOS RANURADOS de CITRATO DE CALCIO TETRAHIDRATADO por 1500 MG/VITAMINA D 400 UI)|$3,420.15|0|0|0|0|0|0|0|07795338016696|IBANDRONATO SODICO MONOHIDRATO 168.75 MG + CITRATO DE CALCIO TETRAHIDRATADO 1500 MG + VITAMINA D3 40...|[['IBANDRONATO SODICO MONOHIDRATO', '168.75', 'MG'], ['CITRATO DE CALCIO TETRAHIDRATADO', '1500', 'MG'], ['VITAMINA D3', '400', 'U USP']]
54589|BALIARDA SOCIEDAD ANONIMA|LINPREL 150|CAPSULA DURA| BLISTER por 28 UNIDADES |$3,426.53|0|0|0|0|0|0|0|07795338001524|PREGABALINA 150 MG |[['PREGABALINA', '150', 'MG']]
54307|BALIARDA SOCIEDAD ANONIMA|TORIMIBE 20/10|COMPRIMIDO| BLISTER por 30 UNIDADES |$3,437.33|0|0|0|0|0|0|0|07795338015644|ATORVASTATINA 20 MG + EZETIMIBA 10 MG |[['ATORVASTATINA', '20', 'MG'], ['EZETIMIBA', '10', 'MG']]
35701|BALIARDA SOCIEDAD ANONIMA|REAGIN 250|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$3,448.51|0|0|0|0|0|0|0|07795338001067|CITICOLINA 250 MG |[['CITICOLINA', '250', 'MG']]
57132|BALIARDA SOCIEDAD ANONIMA|DROSIX 100|COMPRIMIDO RECUBIERTO DE LIBERACIÓN PROLONGADA| BLISTER por 30 UNIDADES |$3,463.38|0|0|0|0|0|0|0|07795338018232|DESVENLAFAXINA (COMO SUCCINATO MONOHIDRATO) 100 MG |[['DESVENLAFAXINA (COMO SUCCINATO MONOHIDRATO)', '100', 'MG']]
55180|BALIARDA SOCIEDAD ANONIMA|LEVECOM 500|COMPRIMIDO RECUBIERTO| BLISTER por 20 UNIDADES |$3,477.47|0|0|0|0|0|0|0|07795338002514|LEVETIRACETAM 500 MG |[['LEVETIRACETAM', '500', 'MG']]
39810|BALIARDA SOCIEDAD ANONIMA|BLAVIN 10|COMPRIMIDO RECUBIERTO RANURADO| ENVASE por 60 UNIDADES |$3,481.47|0|0|0|0|0|0|0|07795338018133|TERAZOSINA (COMO TERAZOSINA CLORHIDRATO DIHIDRATO) 10 MG/COMPRIMIDO |[['TERAZOSINA (COMO TERAZOSINA CLORHIDRATO DIHIDRATO)', '10', 'MG/COMPRIMIDO']]
45071|BALIARDA SOCIEDAD ANONIMA|XEDENOL B12|SOLUCION INYECTABLE| FRASCO AMPOLLA por 5 UNIDADES |$3,545.40|0|0|0|0|0|0|0|07795338013725|HIDROXOCOBALAMINA 10 MG + DICLOFENACO SODICO 75 MG + BETAMETASONA (COMO FOSFATO) 2 MG |[['HIDROXOCOBALAMINA', '10', 'MG'], ['DICLOFENACO SODICO', '75', 'MG'], ['BETAMETASONA (COMO FOSFATO)', '2', 'MG']]
47363|BALIARDA SOCIEDAD ANONIMA|NEUROPLUS XR 21|COMPRIMIDO RECUBIERTO DE LIBERACIÓN PROLONGADA| BLISTER por 30 UNIDADES |$3,572.56|0|0|0|0|0|0|0|07795338013305|MEMANTINA CLORHIDRATO 21 MG |[['MEMANTINA CLORHIDRATO', '21', 'MG']]
47363|BALIARDA SOCIEDAD ANONIMA|NEUROPLUS|COMPRIMIDO RECUBIERTO RANURADO| BLISTER por 40 UNIDADES |$3,587.75|0|0|0|0|0|0|0|07795338013381|MEMANTINA CLORHIDRATO 10 MG |[['MEMANTINA CLORHIDRATO', '10', 'MG']]
47363|BALIARDA SOCIEDAD ANONIMA|NEUROPLUS DUAL 20/5|COMPRIMIDO RECUBIERTO| BLISTER por 60 UNIDADES (FORMANDO UN MULTIEMPAQUE CONTENIENDO  30 COMPRIMIDOS RECUBIERTOS RANURADOS de MEMANTINA CLORHIDRATO por 20 MG del certificado 47363 + 30 COMPRIMIDOS RECUBIERTOS de DONEPEZILO CLORHIDRATO de 5 MG del certificado 50610)|$3,599.27|0|0|0|0|0|0|0|07795338017235|MEMANTINA CLORHIDRATO 20 MG + DONEPEZILO CLORHIDRATO 5 MG |[['MEMANTINA CLORHIDRATO', '20', 'MG'], ['DONEPEZILO CLORHIDRATO', '5', 'MG']]
54788|BALIARDA SOCIEDAD ANONIMA|DISARVAL 5/320|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$3,638.19|0|0|0|0|0|0|0|07795338010298|AMLODIPINA 5 MG + VALSARTAN 320 MG |[['AMLODIPINA', '5', 'MG'], ['VALSARTAN', '320', 'MG']]
54589|BALIARDA SOCIEDAD ANONIMA|LINPREL 150|CAPSULA DURA| BLISTER por 30 UNIDADES |$3,668.87|0|0|0|0|0|0|0|07795338013053|PREGABALINA 150 MG |[['PREGABALINA', '150', 'MG']]
57915|BALIARDA SOCIEDAD ANONIMA|ANDERTIL|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$3,694.74|0|0|0|0|0|0|0|07795338018577|TENELIGLIPTINA 20 MG |[['TENELIGLIPTINA', '20', 'MG']]
57501|BALIARDA SOCIEDAD ANONIMA|DISARVAL D 5/160/12,5|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$3,816.38|0|0|0|0|0|0|0|07795338013886|AMLODIPINA 5 MG + VALSARTAN 160 MG + HIDROCLOROTIAZIDA 12.5 MG |[['AMLODIPINA', '5', 'MG'], ['VALSARTAN', '160', 'MG'], ['HIDROCLOROTIAZIDA', '12.5', 'MG']]
48287|BALIARDA SOCIEDAD ANONIMA|TORIVAS 20|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$3,840.54|0|0|0|0|0|0|0|07795338014029|ATORVASTATINA 20 MG |[['ATORVASTATINA', '20', 'MG']]
57501|BALIARDA SOCIEDAD ANONIMA|DISARVAL D 10/160/12,5|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$3,854.25|0|0|0|0|0|0|0|07795338013978|AMLODIPINA 10 MG % + VALSARTAN 160 MG + HIDROCLOROTIAZIDA 12.5 MG |[['AMLODIPINA', '10', 'MG %'], ['VALSARTAN', '160', 'MG'], ['HIDROCLOROTIAZIDA', '12.5', 'MG']]
47363|BALIARDA SOCIEDAD ANONIMA|NEUROPLUS XR 28|COMPRIMIDO RECUBIERTO DE LIBERACIÓN PROLONGADA| BLISTER por 30 UNIDADES |$3,860.51|0|0|0|0|0|0|0|07795338013299|MEMANTINA CLORHIDRATO 28 MG |[['MEMANTINA CLORHIDRATO', '28', 'MG']]
48287|BALIARDA SOCIEDAD ANONIMA|TORIVAS 10|COMPRIMIDO RECUBIERTO| BLISTER por 60 UNIDADES |$3,887.40|0|0|0|0|0|0|0|07795338014319|ATORVASTATIN CALCICO 10 MG |[['ATORVASTATIN CALCICO', '10', 'MG']]
53689|BALIARDA SOCIEDAD ANONIMA|NULIPAR LP 0.75 MG|COMPRIMIDO DE LIBERACIÓN PROLONGADA| BLISTER por 30 UNIDADES |$3,893.98|0|0|0|0|0|0|0|07795338012421|PRAMIPEXOL DICLORHIDRATO MONOHIDRATADO 0.75 MG |[['PRAMIPEXOL DICLORHIDRATO MONOHIDRATADO', '0.75', 'MG']]
50282|BALIARDA SOCIEDAD ANONIMA|CLODREL|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$3,904.42|0|0|0|0|0|0|0|07795338017105|CLOPIDOGREL 75 MG |[['CLOPIDOGREL', '75', 'MG']]
54788|BALIARDA SOCIEDAD ANONIMA|DISARVAL 10/320|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$3,935.74|0|0|0|0|0|0|0|07795338010304|AMLODIPINA 10 MG + VALSARTAN 320 MG |[['AMLODIPINA', '10', 'MG'], ['VALSARTAN', '320', 'MG']]
43350|BALIARDA SOCIEDAD ANONIMA|NIMOREAGIN|COMPRIMIDO RECUBIERTO| BLISTER por 60 UNIDADES |$3,966.40|0|0|0|0|0|0|0|07795338001050|NIMODIPINA 30 MG + CITICOLINA 100 MG |[['NIMODIPINA', '30', 'MG'], ['CITICOLINA', '100', 'MG']]
53701|BALIARDA SOCIEDAD ANONIMA|OPTISER 20|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$4,000.24|0|0|0|0|0|0|0|07795338017204|ESCITALOPRAM 20 MG |[['ESCITALOPRAM', '20', 'MG']]
50610|BALIARDA SOCIEDAD ANONIMA|NEUROPLUS DUAL 20/10|COMPRIMIDO RECUBIERTO| BLISTER por 60 UNIDADES (FORMANDO UN MULTIEMPAQUE CONTENIENDO 30 COMPRIMIDOS RECUBIERTOS RANURADOS de MEMANTINA CLORHIDRATO por 20 MG del certificado 47363 + 30 COMPRIMIDOS RECUBIERTOS de DONEPEZILO CLORHIDRATO de 10 MG del certificado 50610)|$4,063.80|0|0|0|0|0|0|0|07795338017242|MEMANTINA CLORHIDRATO 20 MG + DONEPEZILO CLORHIDRATO 10 MG |[['MEMANTINA CLORHIDRATO', '20', 'MG'], ['DONEPEZILO CLORHIDRATO', '10', 'MG']]
56863|BALIARDA SOCIEDAD ANONIMA|PROSTOKLAR DUO|CAPSULA DE LIBERACION CONTROLADA| BLISTER por 30 UNIDADES |$4,068.90|0|0|0|0|0|0|0|07795338999272|TAMSULOSINA CLORHIDRATO 0.4 MG + DUTASTERIDA 0.5 MG |[['TAMSULOSINA CLORHIDRATO', '0.4', 'MG'], ['DUTASTERIDA', '0.5', 'MG']]
53689|BALIARDA SOCIEDAD ANONIMA|NULIPAR 1|COMPRIMIDO RANURADO| BLISTER por 30 UNIDADES |$4,145.81|0|0|0|0|0|0|0|07795338016177|PRAMIPEXOL DICLORHIDRATO MONOHIDRATADO 1 MG |[['PRAMIPEXOL DICLORHIDRATO MONOHIDRATADO', '1', 'MG']]
47363|BALIARDA SOCIEDAD ANONIMA|NEUROPLUS|COMPRIMIDO RECUBIERTO RANURADO| BLISTER por 60 UNIDADES |$4,175.30|0|0|0|0|0|0|0|07795338015552|MEMANTINA CLORHIDRATO 10 MG |[['MEMANTINA CLORHIDRATO', '10', 'MG']]
57501|BALIARDA SOCIEDAD ANONIMA|DISARVAL D 10/320/25|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$4,289.20|0|0|0|0|0|0|0|07795338018607|AMLODIPINA 10 MG + VALSARTAN 320 MG + HIDROCLOROTIAZIDA 25 MG |[['AMLODIPINA', '10', 'MG'], ['VALSARTAN', '320', 'MG'], ['HIDROCLOROTIAZIDA', '25', 'MG']]
54505|BALIARDA SOCIEDAD ANONIMA|REOVEX 40|COMPRIMIDO RECUBIERTO RANURADO| BLISTER por 30 UNIDADES |$4,292.39|0|0|0|0|0|0|0|07795338018591|ROSUVASTATINA 40 MG |[['ROSUVASTATINA', '40', 'MG']]
53933|BALIARDA SOCIEDAD ANONIMA|BANTUC|COMPRIMIDO RECUBIERTO| BLISTER por 2 UNIDADES |$4,324.33|0|0|0|0|0|0|0|07795338016689|ACIDO IBANDRONICO 150 MG |[['ACIDO IBANDRONICO', '150', 'MG']]
48287|BALIARDA SOCIEDAD ANONIMA|TORIVAS 40|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$4,340.31|0|0|0|0|0|0|0|07795338016979|ATORVASTATINA 40 MG |[['ATORVASTATINA', '40', 'MG']]
